128.00,0.03,24.00
128.00,0.03,24.00
128.00,0.03,24.00
128.00,0.03,24.00
128.00,0.03,24.06
128.00,0.03,24.12
128.00,0.04,24.25
128.00,0.05,24.37
128.00,0.05,24.50
128.00,0.06,24.62
128.00,0.07,24.81
128.00,0.08,25.06
128.00,0.09,25.25
128.00,0.10,25.44
128.00,0.11,25.69
128.00,0.12,25.87
128.00,0.13,26.12
128.00,0.15,26.37
128.00,0.16,26.62
128.00,0.17,26.87
128.00,0.18,27.06
128.00,0.19,27.31
128.00,0.21,27.56
128.00,0.22,27.81
128.00,0.23,28.00
128.00,0.24,28.25
128.00,0.25,28.50
128.00,0.26,28.69
128.00,0.27,28.94
128.00,0.29,29.19
128.00,0.30,29.37
128.00,0.31,29.62
128.00,0.32,29.81
128.00,0.33,30.06
128.00,0.34,30.25
128.00,0.35,30.50
128.00,0.36,30.69
128.00,0.37,30.87
128.00,0.38,31.12
128.00,0.39,31.31
128.00,0.40,31.50
128.00,0.41,31.69
128.00,0.42,31.87
128.00,0.43,32.00
128.00,0.44,32.19
128.00,0.45,32.38
128.00,0.45,32.56
127.24,0.46,32.75
99.85,0.47,32.94
94.08,0.48,33.06
54.13,0.49,33.25
48.28,0.50,33.38
29.92,0.50,33.50
11.54,0.51,33.63
14.79,0.51,33.69
5.55,0.51,33.75
17.96,0.51,33.75
17.89,0.51,33.75
39.49,0.51,33.69
26.96,0.51,33.69
26.91,0.51,33.69
48.53,0.51,33.63
57.68,0.50,33.56
66.85,0.50,33.50
54.36,0.50,33.50
76.02,0.50,33.44
63.55,0.50,33.44
63.56,0.50,33.44
63.57,0.50,33.44
63.57,0.50,33.44
85.25,0.50,33.38
72.79,0.50,33.38
51.15,0.50,33.44
63.63,0.50,33.44
63.64,0.50,33.44
63.65,0.50,33.44
63.66,0.50,33.44
63.67,0.50,33.44
42.01,0.50,33.50
54.48,0.50,33.50
54.47,0.50,33.50
54.46,0.50,33.50
54.46,0.50,33.50
54.45,0.50,33.50
54.44,0.50,33.50
76.10,0.50,33.44
63.63,0.50,33.44
63.64,0.50,33.44
63.65,0.50,33.44
63.65,0.50,33.44
63.66,0.50,33.44
63.67,0.50,33.44
63.68,0.50,33.44
63.69,0.50,33.44
63.69,0.50,33.44
63.70,0.50,33.44
63.71,0.50,33.44
63.72,0.50,33.44
63.72,0.50,33.44
63.73,0.50,33.44
